"tp","fp","fn","tn","precision","sensitivity","specificity","f1","shd","response_precision","response_recall","response_true_edges","network","n","rep"
20,3,4,93,0.869565217391304,0.833333333333333,0.96875,0.851063829787234,21,1,0.6,5,"A_baseline_only",100,10
26,13,5,127,0.666666666666667,0.838709677419355,0.907142857142857,0.742857142857143,30,0.75,0.857142857142857,7,"B_with_time",100,10
21,4,3,92,0.84,0.875,0.958333333333333,0.857142857142857,15,0.75,0.6,5,"A_baseline_only",150,10
27,9,4,131,0.75,0.870967741935484,0.935714285714286,0.805970149253731,22,0.857142857142857,0.857142857142857,7,"B_with_time",150,10
23,7,1,89,0.766666666666667,0.958333333333333,0.927083333333333,0.851851851851852,19,0.714285714285714,1,5,"A_baseline_only",200,10
29,7,2,133,0.805555555555556,0.935483870967742,0.95,0.865671641791045,21,1,1,7,"B_with_time",200,10
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,16,1,1,5,"A_baseline_only",300,10
26,18,5,122,0.590909090909091,0.838709677419355,0.871428571428571,0.693333333333333,38,0.875,1,7,"B_with_time",300,10
22,8,2,88,0.733333333333333,0.916666666666667,0.916666666666667,0.814814814814815,16,1,1,5,"A_baseline_only",500,10
29,17,2,123,0.630434782608696,0.935483870967742,0.878571428571429,0.753246753246753,35,0.777777777777778,1,7,"B_with_time",500,10
10,11,14,85,0.476190476190476,0.416666666666667,0.885416666666667,0.444444444444444,33,0,0,5,"A_baseline_only",20,11
10,22,21,118,0.3125,0.32258064516129,0.842857142857143,0.317460317460317,52,0.333333333333333,0.285714285714286,7,"B_with_time",20,11
13,9,11,87,0.590909090909091,0.541666666666667,0.90625,0.565217391304348,28,0.6,0.6,5,"A_baseline_only",30,11
19,18,12,122,0.513513513513513,0.612903225806452,0.871428571428571,0.558823529411765,42,0.75,0.857142857142857,7,"B_with_time",30,11
13,5,11,91,0.722222222222222,0.541666666666667,0.947916666666667,0.619047619047619,21,0.333333333333333,0.2,5,"A_baseline_only",40,11
21,14,10,126,0.6,0.67741935483871,0.9,0.636363636363636,37,0.7,1,7,"B_with_time",40,11
14,18,10,78,0.4375,0.583333333333333,0.8125,0.5,38,0.571428571428571,0.8,5,"A_baseline_only",50,11
21,9,10,131,0.7,0.67741935483871,0.935714285714286,0.688524590163934,34,0.714285714285714,0.714285714285714,7,"B_with_time",50,11
17,3,7,93,0.85,0.708333333333333,0.96875,0.772727272727273,22,1,0.6,5,"A_baseline_only",60,11
20,10,11,130,0.666666666666667,0.645161290322581,0.928571428571429,0.655737704918033,29,1,0.571428571428571,7,"B_with_time",60,11
19,2,5,94,0.904761904761905,0.791666666666667,0.979166666666667,0.844444444444444,19,1,0.6,5,"A_baseline_only",75,11
26,12,5,128,0.684210526315789,0.838709677419355,0.914285714285714,0.753623188405797,32,0.777777777777778,1,7,"B_with_time",75,11
20,4,4,92,0.833333333333333,0.833333333333333,0.958333333333333,0.833333333333333,19,1,1,5,"A_baseline_only",100,11
27,7,4,133,0.794117647058823,0.870967741935484,0.95,0.830769230769231,21,1,0.857142857142857,7,"B_with_time",100,11
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,10,0.8,0.8,5,"A_baseline_only",150,11
27,10,4,130,0.72972972972973,0.870967741935484,0.928571428571429,0.794117647058823,28,1,1,7,"B_with_time",150,11
24,2,0,94,0.923076923076923,1,0.979166666666667,0.96,15,1,1,5,"A_baseline_only",200,11
28,11,3,129,0.717948717948718,0.903225806451613,0.921428571428571,0.8,29,0.875,1,7,"B_with_time",200,11
22,2,2,94,0.916666666666667,0.916666666666667,0.979166666666667,0.916666666666667,14,1,0.8,5,"A_baseline_only",300,11
28,13,3,127,0.682926829268293,0.903225806451613,0.907142857142857,0.777777777777778,27,0.777777777777778,1,7,"B_with_time",300,11
23,1,1,95,0.958333333333333,0.958333333333333,0.989583333333333,0.958333333333333,3,1,1,5,"A_baseline_only",500,11
30,12,1,128,0.714285714285714,0.967741935483871,0.914285714285714,0.821917808219178,19,0.875,1,7,"B_with_time",500,11
15,13,9,83,0.535714285714286,0.625,0.864583333333333,0.576923076923077,24,0.4,0.8,5,"A_baseline_only",20,12
18,18,13,122,0.5,0.580645161290323,0.871428571428571,0.537313432835821,39,0.75,0.857142857142857,7,"B_with_time",20,12
12,9,12,87,0.571428571428571,0.5,0.90625,0.533333333333333,30,0.666666666666667,0.4,5,"A_baseline_only",30,12
17,15,14,125,0.53125,0.548387096774194,0.892857142857143,0.53968253968254,41,0.833333333333333,0.714285714285714,7,"B_with_time",30,12
15,11,9,85,0.576923076923077,0.625,0.885416666666667,0.6,25,0.4,0.4,5,"A_baseline_only",40,12
18,14,13,126,0.5625,0.580645161290323,0.9,0.571428571428572,40,0.714285714285714,0.714285714285714,7,"B_with_time",40,12
15,10,9,86,0.6,0.625,0.895833333333333,0.612244897959184,31,0.6,0.6,5,"A_baseline_only",50,12
23,10,8,130,0.696969696969697,0.741935483870968,0.928571428571429,0.71875,32,0.857142857142857,0.857142857142857,7,"B_with_time",50,12
19,11,5,85,0.633333333333333,0.791666666666667,0.885416666666667,0.703703703703704,23,0.833333333333333,1,5,"A_baseline_only",60,12
19,14,12,126,0.575757575757576,0.612903225806452,0.9,0.59375,35,1,1,7,"B_with_time",60,12
18,7,6,89,0.72,0.75,0.927083333333333,0.73469387755102,21,0.571428571428571,0.8,5,"A_baseline_only",75,12
24,9,7,131,0.727272727272727,0.774193548387097,0.935714285714286,0.75,25,0.857142857142857,0.857142857142857,7,"B_with_time",75,12
21,2,3,94,0.91304347826087,0.875,0.979166666666667,0.893617021276596,17,1,0.8,5,"A_baseline_only",100,12
26,10,5,130,0.722222222222222,0.838709677419355,0.928571428571429,0.776119402985075,30,1,1,7,"B_with_time",100,12
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,17,1,1,5,"A_baseline_only",150,12
27,9,4,131,0.75,0.870967741935484,0.935714285714286,0.805970149253731,27,1,0.857142857142857,7,"B_with_time",150,12
22,4,2,92,0.846153846153846,0.916666666666667,0.958333333333333,0.88,14,1,0.8,5,"A_baseline_only",200,12
28,7,3,133,0.8,0.903225806451613,0.95,0.848484848484849,28,0.857142857142857,0.857142857142857,7,"B_with_time",200,12
23,4,1,92,0.851851851851852,0.958333333333333,0.958333333333333,0.901960784313726,20,1,1,5,"A_baseline_only",300,12
29,14,2,126,0.674418604651163,0.935483870967742,0.9,0.783783783783784,33,0.777777777777778,1,7,"B_with_time",300,12
23,3,1,93,0.884615384615385,0.958333333333333,0.96875,0.92,9,1,1,5,"A_baseline_only",500,12
28,14,3,126,0.666666666666667,0.903225806451613,0.9,0.767123287671233,34,0.75,0.857142857142857,7,"B_with_time",500,12
16,13,8,83,0.551724137931034,0.666666666666667,0.864583333333333,0.60377358490566,32,1,0.4,5,"A_baseline_only",20,13
15,23,16,117,0.394736842105263,0.483870967741935,0.835714285714286,0.434782608695652,48,0.666666666666667,0.571428571428571,7,"B_with_time",20,13
9,12,15,84,0.428571428571429,0.375,0.875,0.4,35,0,0,5,"A_baseline_only",30,13
19,19,12,121,0.5,0.612903225806452,0.864285714285714,0.55072463768116,45,0.666666666666667,0.857142857142857,7,"B_with_time",30,13
15,10,9,86,0.6,0.625,0.895833333333333,0.612244897959184,26,0.666666666666667,0.4,5,"A_baseline_only",40,13
17,21,14,119,0.447368421052632,0.548387096774194,0.85,0.492753623188406,48,0.5,0.571428571428571,7,"B_with_time",40,13
20,7,4,89,0.740740740740741,0.833333333333333,0.927083333333333,0.784313725490196,18,1,0.8,5,"A_baseline_only",50,13
20,21,11,119,0.48780487804878,0.645161290322581,0.85,0.555555555555556,46,0.571428571428571,0.571428571428571,7,"B_with_time",50,13
18,5,6,91,0.782608695652174,0.75,0.947916666666667,0.765957446808511,19,0.8,0.8,5,"A_baseline_only",60,13
19,14,12,126,0.575757575757576,0.612903225806452,0.9,0.59375,38,0.8,0.571428571428571,7,"B_with_time",60,13
19,6,5,90,0.76,0.791666666666667,0.9375,0.775510204081633,21,1,1,5,"A_baseline_only",75,13
24,12,7,128,0.666666666666667,0.774193548387097,0.914285714285714,0.716417910447761,29,0.555555555555556,0.714285714285714,7,"B_with_time",75,13
21,4,3,92,0.84,0.875,0.958333333333333,0.857142857142857,17,1,0.8,5,"A_baseline_only",100,13
26,9,5,131,0.742857142857143,0.838709677419355,0.935714285714286,0.787878787878788,31,0.714285714285714,0.714285714285714,7,"B_with_time",100,13
22,8,2,88,0.733333333333333,0.916666666666667,0.916666666666667,0.814814814814815,19,0.833333333333333,1,5,"A_baseline_only",150,13
26,11,5,129,0.702702702702703,0.838709677419355,0.921428571428571,0.764705882352941,26,1,0.857142857142857,7,"B_with_time",150,13
21,3,3,93,0.875,0.875,0.96875,0.875,18,1,0.6,5,"A_baseline_only",200,13
27,14,4,126,0.658536585365854,0.870967741935484,0.9,0.75,30,0.7,1,7,"B_with_time",200,13
22,0,2,96,1,0.916666666666667,1,0.956521739130435,12,1,1,5,"A_baseline_only",300,13
27,13,4,127,0.675,0.870967741935484,0.907142857142857,0.76056338028169,32,0.875,1,7,"B_with_time",300,13
23,10,1,86,0.696969696969697,0.958333333333333,0.895833333333333,0.807017543859649,18,0.714285714285714,1,5,"A_baseline_only",500,13
30,12,1,128,0.714285714285714,0.967741935483871,0.914285714285714,0.821917808219178,21,1,1,7,"B_with_time",500,13
11,16,13,80,0.407407407407407,0.458333333333333,0.833333333333333,0.431372549019608,38,0.5,0.4,5,"A_baseline_only",20,14
17,19,14,121,0.472222222222222,0.548387096774194,0.864285714285714,0.507462686567164,39,0.75,0.428571428571429,7,"B_with_time",20,14
12,12,12,84,0.5,0.5,0.875,0.5,32,0.5,0.2,5,"A_baseline_only",30,14
20,14,11,126,0.588235294117647,0.645161290322581,0.9,0.615384615384615,32,1,0.428571428571429,7,"B_with_time",30,14
17,10,7,86,0.62962962962963,0.708333333333333,0.895833333333333,0.666666666666667,26,0.625,1,5,"A_baseline_only",40,14
20,14,11,126,0.588235294117647,0.645161290322581,0.9,0.615384615384615,37,1,0.714285714285714,7,"B_with_time",40,14
17,9,7,87,0.653846153846154,0.708333333333333,0.90625,0.68,21,0.5,0.2,5,"A_baseline_only",50,14
17,17,14,123,0.5,0.548387096774194,0.878571428571429,0.523076923076923,44,0.666666666666667,0.571428571428571,7,"B_with_time",50,14
19,6,5,90,0.76,0.791666666666667,0.9375,0.775510204081633,22,0.8,0.8,5,"A_baseline_only",60,14
25,8,6,132,0.757575757575758,0.806451612903226,0.942857142857143,0.78125,25,1,0.714285714285714,7,"B_with_time",60,14
18,3,6,93,0.857142857142857,0.75,0.96875,0.8,18,1,0.6,5,"A_baseline_only",75,14
23,16,8,124,0.58974358974359,0.741935483870968,0.885714285714286,0.657142857142857,39,1,0.571428571428571,7,"B_with_time",75,14
21,3,3,93,0.875,0.875,0.96875,0.875,20,1,0.8,5,"A_baseline_only",100,14
23,9,8,131,0.71875,0.741935483870968,0.935714285714286,0.73015873015873,29,0.75,0.857142857142857,7,"B_with_time",100,14
22,2,2,94,0.916666666666667,0.916666666666667,0.979166666666667,0.916666666666667,12,1,1,5,"A_baseline_only",150,14
26,7,5,133,0.787878787878788,0.838709677419355,0.95,0.8125,25,1,1,7,"B_with_time",150,14
22,2,2,94,0.916666666666667,0.916666666666667,0.979166666666667,0.916666666666667,16,1,1,5,"A_baseline_only",200,14
27,9,4,131,0.75,0.870967741935484,0.935714285714286,0.805970149253731,21,0.75,0.857142857142857,7,"B_with_time",200,14
22,2,2,94,0.916666666666667,0.916666666666667,0.979166666666667,0.916666666666667,17,1,1,5,"A_baseline_only",300,14
31,10,0,130,0.75609756097561,1,0.928571428571429,0.861111111111111,21,0.875,1,7,"B_with_time",300,14
23,6,1,90,0.793103448275862,0.958333333333333,0.9375,0.867924528301887,22,0.833333333333333,1,5,"A_baseline_only",500,14
30,11,1,129,0.731707317073171,0.967741935483871,0.921428571428571,0.833333333333333,26,0.875,1,7,"B_with_time",500,14
13,16,11,80,0.448275862068966,0.541666666666667,0.833333333333333,0.490566037735849,38,1,0.4,5,"A_baseline_only",20,15
19,19,12,121,0.5,0.612903225806452,0.864285714285714,0.55072463768116,47,1,0.714285714285714,7,"B_with_time",20,15
13,7,11,89,0.65,0.541666666666667,0.927083333333333,0.590909090909091,27,0,0,5,"A_baseline_only",30,15
17,17,14,123,0.5,0.548387096774194,0.878571428571429,0.523076923076923,40,0.75,0.857142857142857,7,"B_with_time",30,15
14,10,10,86,0.583333333333333,0.583333333333333,0.895833333333333,0.583333333333333,30,1,0.4,5,"A_baseline_only",40,15
17,11,14,129,0.607142857142857,0.548387096774194,0.921428571428571,0.576271186440678,30,0.666666666666667,0.571428571428571,7,"B_with_time",40,15
19,4,5,92,0.826086956521739,0.791666666666667,0.958333333333333,0.808510638297872,25,1,0.8,5,"A_baseline_only",50,15
17,12,14,128,0.586206896551724,0.548387096774194,0.914285714285714,0.566666666666667,34,0.777777777777778,1,7,"B_with_time",50,15
15,9,9,87,0.625,0.625,0.90625,0.625,24,0.666666666666667,0.4,5,"A_baseline_only",60,15
22,9,9,131,0.709677419354839,0.709677419354839,0.935714285714286,0.709677419354839,26,0.75,0.857142857142857,7,"B_with_time",60,15
19,6,5,90,0.76,0.791666666666667,0.9375,0.775510204081633,18,1,0.8,5,"A_baseline_only",75,15
28,17,3,123,0.622222222222222,0.903225806451613,0.878571428571429,0.736842105263158,34,0.777777777777778,1,7,"B_with_time",75,15
20,4,4,92,0.833333333333333,0.833333333333333,0.958333333333333,0.833333333333333,19,0.714285714285714,1,5,"A_baseline_only",100,15
26,7,5,133,0.787878787878788,0.838709677419355,0.95,0.8125,20,1,1,7,"B_with_time",100,15
21,0,3,96,1,0.875,1,0.933333333333333,17,1,1,5,"A_baseline_only",150,15
27,8,4,132,0.771428571428571,0.870967741935484,0.942857142857143,0.818181818181818,24,0.857142857142857,0.857142857142857,7,"B_with_time",150,15
22,6,2,90,0.785714285714286,0.916666666666667,0.9375,0.846153846153846,18,0.833333333333333,1,5,"A_baseline_only",200,15
28,10,3,130,0.736842105263158,0.903225806451613,0.928571428571429,0.811594202898551,24,0.875,1,7,"B_with_time",200,15
22,4,2,92,0.846153846153846,0.916666666666667,0.958333333333333,0.88,14,1,1,5,"A_baseline_only",300,15
27,8,4,132,0.771428571428571,0.870967741935484,0.942857142857143,0.818181818181818,27,1,1,7,"B_with_time",300,15
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,13,1,0.8,5,"A_baseline_only",500,15
29,14,2,126,0.674418604651163,0.935483870967742,0.9,0.783783783783784,34,0.875,1,7,"B_with_time",500,15
9,21,15,75,0.3,0.375,0.78125,0.333333333333333,40,0.333333333333333,0.2,5,"A_baseline_only",20,16
17,30,14,110,0.361702127659574,0.548387096774194,0.785714285714286,0.435897435897436,53,1,0.857142857142857,7,"B_with_time",20,16
10,13,14,83,0.434782608695652,0.416666666666667,0.864583333333333,0.425531914893617,32,0.5,0.2,5,"A_baseline_only",30,16
17,17,14,123,0.5,0.548387096774194,0.878571428571429,0.523076923076923,36,0.6,0.428571428571429,7,"B_with_time",30,16
16,6,8,90,0.727272727272727,0.666666666666667,0.9375,0.695652173913043,20,1,0.8,5,"A_baseline_only",40,16
21,15,10,125,0.583333333333333,0.67741935483871,0.892857142857143,0.626865671641791,31,0.857142857142857,0.857142857142857,7,"B_with_time",40,16
16,12,8,84,0.571428571428571,0.666666666666667,0.875,0.615384615384615,29,0.6,0.6,5,"A_baseline_only",50,16
19,13,12,127,0.59375,0.612903225806452,0.907142857142857,0.603174603174603,38,1,0.857142857142857,7,"B_with_time",50,16
15,9,9,87,0.625,0.625,0.90625,0.625,24,0.666666666666667,0.4,5,"A_baseline_only",60,16
22,8,9,132,0.733333333333333,0.709677419354839,0.942857142857143,0.721311475409836,29,1,0.714285714285714,7,"B_with_time",60,16
18,5,6,91,0.782608695652174,0.75,0.947916666666667,0.765957446808511,20,1,0.6,5,"A_baseline_only",75,16
20,15,11,125,0.571428571428571,0.645161290322581,0.892857142857143,0.606060606060606,36,1,0.714285714285714,7,"B_with_time",75,16
21,4,3,92,0.84,0.875,0.958333333333333,0.857142857142857,16,1,1,5,"A_baseline_only",100,16
22,12,9,128,0.647058823529412,0.709677419354839,0.914285714285714,0.676923076923077,34,0.75,0.857142857142857,7,"B_with_time",100,16
21,6,3,90,0.777777777777778,0.875,0.9375,0.823529411764706,18,0.8,0.8,5,"A_baseline_only",150,16
31,0,0,140,1,1,1,1,4,1,1,7,"B_with_time",150,16
21,5,3,91,0.807692307692308,0.875,0.947916666666667,0.84,13,0.75,0.6,5,"A_baseline_only",200,16
28,7,3,133,0.8,0.903225806451613,0.95,0.848484848484849,25,1,1,7,"B_with_time",200,16
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,13,0.833333333333333,1,5,"A_baseline_only",300,16
30,14,1,126,0.681818181818182,0.967741935483871,0.9,0.8,32,0.777777777777778,1,7,"B_with_time",300,16
22,4,2,92,0.846153846153846,0.916666666666667,0.958333333333333,0.88,17,1,0.8,5,"A_baseline_only",500,16
29,11,2,129,0.725,0.935483870967742,0.921428571428571,0.816901408450704,18,0.875,1,7,"B_with_time",500,16
9,18,15,78,0.333333333333333,0.375,0.8125,0.352941176470588,36,0,0,5,"A_baseline_only",20,17
14,18,17,122,0.4375,0.451612903225806,0.871428571428571,0.444444444444444,44,1,0.571428571428571,7,"B_with_time",20,17
14,10,10,86,0.583333333333333,0.583333333333333,0.895833333333333,0.583333333333333,27,0.333333333333333,0.2,5,"A_baseline_only",30,17
17,13,14,127,0.566666666666667,0.548387096774194,0.907142857142857,0.557377049180328,35,0.75,0.428571428571429,7,"B_with_time",30,17
16,8,8,88,0.666666666666667,0.666666666666667,0.916666666666667,0.666666666666667,28,1,0.6,5,"A_baseline_only",40,17
21,9,10,131,0.7,0.67741935483871,0.935714285714286,0.688524590163934,31,1,0.714285714285714,7,"B_with_time",40,17
14,7,10,89,0.666666666666667,0.583333333333333,0.927083333333333,0.622222222222222,25,1,0.4,5,"A_baseline_only",50,17
20,13,11,127,0.606060606060606,0.645161290322581,0.907142857142857,0.625,34,0.714285714285714,0.714285714285714,7,"B_with_time",50,17
18,10,6,86,0.642857142857143,0.75,0.895833333333333,0.692307692307692,31,0.8,0.8,5,"A_baseline_only",60,17
25,14,6,126,0.641025641025641,0.806451612903226,0.9,0.714285714285714,30,0.857142857142857,0.857142857142857,7,"B_with_time",60,17
19,7,5,89,0.730769230769231,0.791666666666667,0.927083333333333,0.76,22,0.75,0.6,5,"A_baseline_only",75,17
27,6,4,134,0.818181818181818,0.870967741935484,0.957142857142857,0.84375,22,1,0.857142857142857,7,"B_with_time",75,17
21,7,3,89,0.75,0.875,0.927083333333333,0.807692307692308,21,0.75,0.6,5,"A_baseline_only",100,17
24,8,7,132,0.75,0.774193548387097,0.942857142857143,0.761904761904762,29,1,1,7,"B_with_time",100,17
22,4,2,92,0.846153846153846,0.916666666666667,0.958333333333333,0.88,17,0.833333333333333,1,5,"A_baseline_only",150,17
25,11,6,129,0.694444444444444,0.806451612903226,0.921428571428571,0.746268656716418,26,1,1,7,"B_with_time",150,17
22,5,2,91,0.814814814814815,0.916666666666667,0.947916666666667,0.862745098039216,16,0.833333333333333,1,5,"A_baseline_only",200,17
29,8,2,132,0.783783783783784,0.935483870967742,0.942857142857143,0.852941176470588,19,0.857142857142857,0.857142857142857,7,"B_with_time",200,17
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,19,1,1,5,"A_baseline_only",300,17
27,12,4,128,0.692307692307692,0.870967741935484,0.914285714285714,0.771428571428572,28,1,1,7,"B_with_time",300,17
23,6,1,90,0.793103448275862,0.958333333333333,0.9375,0.867924528301887,14,1,1,5,"A_baseline_only",500,17
29,13,2,127,0.69047619047619,0.935483870967742,0.907142857142857,0.794520547945206,30,0.777777777777778,1,7,"B_with_time",500,17
12,14,12,82,0.461538461538462,0.5,0.854166666666667,0.48,35,1,0.6,5,"A_baseline_only",20,18
15,26,16,114,0.365853658536585,0.483870967741935,0.814285714285714,0.416666666666667,45,0.75,0.428571428571429,7,"B_with_time",20,18
17,10,7,86,0.62962962962963,0.708333333333333,0.895833333333333,0.666666666666667,26,0.6,0.6,5,"A_baseline_only",30,18
17,14,14,126,0.548387096774194,0.548387096774194,0.9,0.548387096774194,39,1,0.571428571428571,7,"B_with_time",30,18
17,12,7,84,0.586206896551724,0.708333333333333,0.875,0.641509433962264,28,0.8,0.8,5,"A_baseline_only",40,18
20,13,11,127,0.606060606060606,0.645161290322581,0.907142857142857,0.625,32,0.714285714285714,0.714285714285714,7,"B_with_time",40,18
18,3,6,93,0.857142857142857,0.75,0.96875,0.8,18,1,0.6,5,"A_baseline_only",50,18
22,5,9,135,0.814814814814815,0.709677419354839,0.964285714285714,0.758620689655172,24,1,0.857142857142857,7,"B_with_time",50,18
16,5,8,91,0.761904761904762,0.666666666666667,0.947916666666667,0.711111111111111,23,1,0.4,5,"A_baseline_only",60,18
21,11,10,129,0.65625,0.67741935483871,0.921428571428571,0.666666666666667,33,1,0.857142857142857,7,"B_with_time",60,18
19,3,5,93,0.863636363636364,0.791666666666667,0.96875,0.826086956521739,17,1,0.8,5,"A_baseline_only",75,18
23,9,8,131,0.71875,0.741935483870968,0.935714285714286,0.73015873015873,33,0.75,0.857142857142857,7,"B_with_time",75,18
20,4,4,92,0.833333333333333,0.833333333333333,0.958333333333333,0.833333333333333,23,0.5,0.6,5,"A_baseline_only",100,18
25,16,6,124,0.609756097560976,0.806451612903226,0.885714285714286,0.694444444444445,36,0.75,0.857142857142857,7,"B_with_time",100,18
22,4,2,92,0.846153846153846,0.916666666666667,0.958333333333333,0.88,19,1,1,5,"A_baseline_only",150,18
24,10,7,130,0.705882352941177,0.774193548387097,0.928571428571429,0.738461538461539,30,0.875,1,7,"B_with_time",150,18
21,3,3,93,0.875,0.875,0.96875,0.875,10,1,1,5,"A_baseline_only",200,18
27,7,4,133,0.794117647058823,0.870967741935484,0.95,0.830769230769231,27,0.857142857142857,0.857142857142857,7,"B_with_time",200,18
23,2,1,94,0.92,0.958333333333333,0.979166666666667,0.938775510204082,13,1,1,5,"A_baseline_only",300,18
